,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy
221,0,0,4,1,2,0,0,1,0,4,0,0,1,4,1,0,0,0,1,0,2,1,1,2,3,0,0,0,6,0,1,0,2,2,1,4,1,3,7,0,0,7,2,3,0,0,2,1,4,0,0,1,0,0,2,0,1,1,4,1,1,0,0,0.571428571,0.142857143,0.285714286,0,0,0.142857143,0,0.571428571,0,0,0.142857143,0.571428571,0.142857143,0,0,0,0.142857143,0,0.285714286,0.142857143,0.142857143,0.285714286,0.428571429,0,0,0,0.857142857,0,0.142857143,0,0.285714286,0.285714286,0.142857143,0.571428571,0.142857143,0.428571429,1,0,0,1,0.285714286,0.428571429,0,0,0.285714286,0.142857143,0.571428571,0,0,0.142857143,0,0,0.285714286,0,0.142857143,0.142857143,0.571428571,0.142857143,0.142857143,0,0,0.965948575,0.00694927,0.027102154,0,0,0.00694927,0,0.972202919,0,0,0.013203614,0.965948575,0.013898541,0,0,0,0.013898541,0,0.945100764,0.00694927,0.00694927,0.020847811,0.965253648,0,0,0,0.986796386,0,0.013203614,0,0.027102154,0.013898541,0.00694927,0.972202919,0.00694927,0.958999305,1,0,0,1,0.020152884,0.952050035,0,0,0.027797081,0.00694927,0.965948575,0,0,0.013203614,0,0,0.027797081,0,0.00694927,0.938151494,0.047949965,0.00694927,0.00694927
222,3,1,7,8,5,0,1,1,4,13,0,1,1,11,5,2,0,1,1,1,7,4,3,6,7,2,0,1,15,4,0,2,6,6,3,9,3,11,25,0,0,25,2,5,4,8,6,4,8,6,3,1,1,2,5,5,3,4,15,2,1,0.12,0.04,0.28,0.32,0.2,0,0.04,0.04,0.16,0.52,0,0.04,0.04,0.44,0.2,0.08,0,0.04,0.04,0.04,0.28,0.16,0.12,0.24,0.28,0.08,0,0.04,0.6,0.16,0,0.08,0.24,0.24,0.12,0.36,0.12,0.44,1,0,0,1,0.08,0.2,0.16,0.32,0.24,0.16,0.32,0.24,0.12,0.04,0.04,0.08,0.2,0.2,0.12,0.16,0.6,0.08,0.04,0.099090738,0.223303071,0.503827554,0.088644341,0.078156075,0,0.020934663,0.097695094,0.023725951,0.52757444,0,0.076760431,0.020934663,0.656671528,0.054430124,0.027912884,0,0.006978221,0.048847547,0.002093466,0.468238627,0.175174281,0.119327579,0.181433745,0.430577169,0.027912884,0,0.020934663,0.675512725,0.070480032,0,0.027912884,0.270754974,0.18145468,0.322393809,0.51917964,0.322393809,0.547092524,1,0,0,1,0.008373865,0.530344794,0.251913777,0.027215062,0.182152502,0.272150618,0.581285807,0.018143375,0.009071687,2.09E-05,0.223303071,0.244237734,0.182131567,0.017445552,0.063501811,0.600127004,0.321019099,0.008373865,0.055825768
223,0,1,4,7,4,0,0,0,1,10,0,0,0,7,4,3,0,1,2,0,4,0,0,6,1,4,1,0,8,5,1,2,3,3,0,9,0,11,15,1,0,16,1,2,2,6,5,3,6,5,0,0,0,0,4,3,3,2,9,0,1,0,0.0625,0.25,0.4375,0.25,0,0,0,0.0625,0.625,0,0,0,0.4375,0.25,0.1875,0,0.0625,0.125,0,0.25,0,0,0.375,0.0625,0.25,0.0625,0,0.5,0.3125,0.0625,0.125,0.1875,0.1875,0,0.5625,0,0.6875,0.9375,0.0625,0,1,0.0625,0.125,0.125,0.375,0.3125,0.1875,0.375,0.3125,0,0,0,0,0.25,0.1875,0.1875,0.125,0.5625,0,0.0625,0,0.008928571,0.080357143,0.080357143,0.830357143,0,0,0,0.008928571,0.125,0,0,0,0.116071429,0.830357143,0.035714286,0,0.017857143,0.017857143,0,0.0625,0,0,0.089285714,0.026785714,0.044642857,0.008928571,0,0.133928571,0.839285714,0.008928571,0.026785714,0.053571429,0.035714286,0,0.901785714,0,0.928571429,0.991071429,0.008928571,0,1,0.008928571,0.035714286,0.026785714,0.0625,0.866071429,0.830357143,0.080357143,0.044642857,0,0,0,0,0.857142857,0.026785714,0.035714286,0.035714286,0.901785714,0,0.008928571
224,1,1,3,3,4,0,0,0,0,6,0,0,0,2,5,2,0,1,2,1,1,0,0,1,4,2,0,0,8,3,0,2,4,0,1,6,1,6,11,1,0,12,3,2,0,4,3,3,4,2,2,0,0,0,3,1,2,1,6,2,1,0.083333333,0.083333333,0.25,0.25,0.333333333,0,0,0,0,0.5,0,0,0,0.166666667,0.416666667,0.166666667,0,0.083333333,0.166666667,0.083333333,0.083333333,0,0,0.083333333,0.333333333,0.166666667,0,0,0.666666667,0.25,0,0.166666667,0.333333333,0,0.083333333,0.5,0.083333333,0.5,0.916666667,0.083333333,0,1,0.25,0.166666667,0,0.333333333,0.25,0.25,0.333333333,0.166666667,0.166666667,0,0,0,0.25,0.083333333,0.166666667,0.083333333,0.5,0.166666667,0.083333333,0.005952381,0.005952381,0.148809524,0.017857143,0.821428571,0,0,0,0,0.136904762,0,0,0,0.113095238,0.827380952,0.011904762,0,0.005952381,0.035714286,0.005952381,0.017857143,0,0,0.095238095,0.05952381,0.011904762,0,0,0.202380952,0.791666667,0,0.011904762,0.178571429,0,0.005952381,0.845238095,0.005952381,0.845238095,0.994047619,0.005952381,0,1,0.047619048,0.023809524,0,0.089285714,0.839285714,0.755952381,0.05952381,0.077380952,0.011904762,0,0,0,0.839285714,0.071428571,0.011904762,0.017857143,0.922619048,0.041666667,0.005952381
225,1,0,7,4,4,0,0,2,1,9,0,1,1,6,5,2,0,1,2,1,3,2,4,2,4,1,1,0,10,5,0,1,3,3,1,6,2,9,16,1,0,17,5,2,3,5,2,6,7,3,1,0,0,1,2,2,2,3,6,4,1,0.058823529,0,0.411764706,0.235294118,0.235294118,0,0,0.117647059,0.058823529,0.529411765,0,0.058823529,0.058823529,0.352941176,0.294117647,0.117647059,0,0.058823529,0.117647059,0.058823529,0.176470588,0.117647059,0.235294118,0.117647059,0.235294118,0.058823529,0.058823529,0,0.588235294,0.294117647,0,0.058823529,0.176470588,0.176470588,0.058823529,0.352941176,0.117647059,0.529411765,0.941176471,0.058823529,0,1,0.294117647,0.117647059,0.176470588,0.294117647,0.117647059,0.352941176,0.411764706,0.176470588,0.058823529,0,0,0.058823529,0.117647059,0.117647059,0.117647059,0.176470588,0.352941176,0.235294118,0.058823529,0.00877193,0,0.50877193,0.175438596,0.298245614,0,0,0.078947368,0.00877193,0.412280702,0,0.01754386,0.01754386,0.245614035,0.333333333,0.114035088,0,0.105263158,0.114035088,0.01754386,0.157894737,0.01754386,0.105263158,0.052631579,0.236842105,0.105263158,0.00877193,0,0.728070175,0.254385965,0,0.105263158,0.035087719,0.052631579,0.00877193,0.50877193,0.026315789,0.587719298,0.99122807,0.00877193,0,1,0.315789474,0.114035088,0.078947368,0.210526316,0.280701754,0.526315789,0.368421053,0.087719298,0.01754386,0,0,0.026315789,0.280701754,0.01754386,0.175438596,0.157894737,0.324561404,0.307017544,0.00877193
226,1,0,6,3,3,0,0,1,1,7,0,2,2,7,2,1,0,1,1,0,5,2,4,3,4,0,0,0,9,3,1,1,1,5,2,5,3,7,13,0,0,13,4,3,3,1,2,6,6,0,0,1,1,1,2,0,1,3,4,3,1,0.076923077,0,0.461538462,0.230769231,0.230769231,0,0,0.076923077,0.076923077,0.538461538,0,0.153846154,0.153846154,0.538461538,0.153846154,0.076923077,0,0.076923077,0.076923077,0,0.384615385,0.153846154,0.307692308,0.230769231,0.307692308,0,0,0,0.692307692,0.230769231,0.076923077,0.076923077,0.076923077,0.384615385,0.153846154,0.384615385,0.230769231,0.538461538,1,0,0,1,0.307692308,0.230769231,0.230769231,0.076923077,0.153846154,0.461538462,0.461538462,0,0,0.076923077,0.076923077,0.076923077,0.153846154,0,0.076923077,0.230769231,0.307692308,0.230769231,0.076923077,0.029849786,0,0.716394866,0.059699572,0.194055775,0,0,0.014924893,0.029849786,0.522403422,0,0.029849786,0.014957059,0.507446364,0.19402361,0.014924893,0,0.014924893,0.059699572,0,0.462671685,0.044774679,0.074624465,0.089549358,0.432854064,0,0,0,0.805944225,0.19402361,3.22E-05,0.014924893,3.22E-05,0.089549358,0.029849786,0.582102995,0.044774679,0.656695294,1,0,0,1,0.31345492,0.402972112,0.074624465,0.014924893,0.19402361,0.477596578,0.522371257,0,0,3.22E-05,0.014924893,0.014924893,0.19402361,0,0.029849786,0.417897005,0.208980668,0.313422754,0.029849786
227,1,5,5,7,1,1,0,2,2,10,0,1,1,9,4,0,0,0,2,1,6,2,3,5,5,0,0,0,13,1,0,0,4,8,5,4,6,7,19,0,0,19,2,3,6,7,1,4,10,3,2,0,2,3,1,3,4,5,6,2,1,0.052631579,0.263157895,0.263157895,0.368421053,0.052631579,0.052631579,0,0.105263158,0.105263158,0.526315789,0,0.052631579,0.052631579,0.473684211,0.210526316,0,0,0,0.105263158,0.052631579,0.315789474,0.105263158,0.157894737,0.263157895,0.263157895,0,0,0,0.684210526,0.052631579,0,0,0.210526316,0.421052632,0.263157895,0.210526316,0.315789474,0.368421053,1,0,0,1,0.105263158,0.157894737,0.315789474,0.368421053,0.052631579,0.210526316,0.526315789,0.157894737,0.105263158,0,0.105263158,0.157894737,0.052631579,0.157894737,0.210526316,0.263157895,0.315789474,0.105263158,0.052631579,0.005429373,0.396344222,0.36476337,0.211745543,0.021717492,0.005429373,0,0.027146865,0.027146865,0.76744186,0,0.015383223,0.005429373,0.451633336,0.342050493,0,0,0,0.228033662,0.005429373,0.424395982,0.010858746,0.026241969,0.104967876,0.667812868,0,0,0,0.824359786,0.01809791,0,0,0.33662112,0.129490544,0.156637408,0.412632341,0.373812325,0.425300878,1,0,0,1,0.222604289,0.374626731,0.098633608,0.282417881,0.021717492,0.17826441,0.675052031,0.027237354,0.119446204,0,0.037100715,0.047959461,0.021717492,0.141163696,0.070672337,0.391819745,0.173739933,0.222604289,0.043434983
228,3,1,3,2,0,0,0,1,1,3,0,1,0,4,2,0,0,0,0,0,2,1,2,2,2,0,0,0,6,1,0,0,1,4,4,1,4,2,9,1,0,10,2,2,3,2,1,2,4,3,1,0,2,2,1,1,0,4,3,2,0,0.3,0.1,0.3,0.2,0,0,0,0.1,0.1,0.3,0,0.1,0,0.4,0.2,0,0,0,0,0,0.2,0.1,0.2,0.2,0.2,0,0,0,0.6,0.1,0,0,0.1,0.4,0.4,0.1,0.4,0.2,0.9,0.1,0,1,0.2,0.2,0.3,0.2,0.1,0.2,0.4,0.3,0.1,0,0.2,0.2,0.1,0.1,0,0.4,0.3,0.2,0,0.249932084,0.038304808,0.569410486,0.071176311,0,0,0,0.213528932,0.035588155,0.391469709,0,0.038304808,0,0.604998642,0.073892964,0,0,0,0,0,0.355881554,0.213528932,0.251833741,0.071176311,0.355881554,0,0,0,0.644118446,0.035588155,0,0,0.035588155,0.288236892,0.463461016,0.320293399,0.288236892,0.355881554,0.999185004,0.000814996,0,1,0.036403151,0.533822331,0.320293399,0.073892964,0.035588155,0.284705243,0.604998642,0.07470796,0.035588155,0,0.284705243,0.284705243,0.035588155,0.035588155,0,0.640586797,0.284705243,0.036403151,0
229,5,4,11,4,1,2,1,1,4,6,0,3,3,11,3,0,0,0,1,0,3,1,9,5,3,0,0,2,15,1,0,0,5,7,5,2,10,2,23,2,1,24,7,3,3,12,0,7,3,12,2,0,2,2,0,3,3,4,9,5,2,0.2,0.16,0.44,0.16,0.04,0.08,0.04,0.04,0.16,0.24,0,0.12,0.12,0.44,0.12,0,0,0,0.04,0,0.12,0.04,0.36,0.2,0.12,0,0,0.08,0.6,0.04,0,0,0.2,0.28,0.2,0.08,0.4,0.08,0.92,0.08,0.04,0.96,0.28,0.12,0.12,0.48,0,0.28,0.12,0.48,0.08,0,0.08,0.08,0,0.12,0.12,0.16,0.36,0.2,0.08,0.029784742,0.077317323,0.871577098,0.01429199,0.007028848,0.008141748,0.02811539,0.007028848,0.084521892,0.443432421,0,0.098403866,0.057343681,0.577097672,0.035202812,0,0,0,5.86E-05,0,0.449846244,0.007028848,0.219007175,0.028291111,0.422345878,0,0,0.008141748,0.668531264,0.007028848,0,0,0.049816957,0.113750183,0.063259628,0.422287304,0.14833797,0.428759701,0.760960609,0.239039391,0.00055645,0.99944355,0.393674037,0.435788549,0.042173085,0.128364329,0,0.182750037,0.435788549,0.142246303,0.000234295,0,0.035144238,0.035144238,0,0.014233416,0.063259628,0.463903939,0.044018158,0.154634646,0.239039391
23,5,7,6,16,4,2,0,1,5,18,0,4,4,11,12,1,0,1,3,3,5,4,6,5,12,1,0,1,27,4,0,1,10,10,8,9,11,14,38,2,0,40,8,3,5,17,7,8,16,10,4,0,2,3,5,8,6,5,19,7,2,0.125,0.175,0.15,0.4,0.1,0.05,0,0.025,0.125,0.45,0,0.1,0.1,0.275,0.3,0.025,0,0.025,0.075,0.075,0.125,0.1,0.15,0.125,0.3,0.025,0,0.025,0.675,0.1,0,0.025,0.25,0.25,0.2,0.225,0.275,0.35,0.95,0.05,0,1,0.2,0.075,0.125,0.425,0.175,0.2,0.4,0.25,0.1,0,0.05,0.075,0.125,0.2,0.15,0.125,0.475,0.175,0.05,0.075191164,0.062871708,0.462192014,0.306287171,0.083262532,0.00722175,0,0.020390824,0.066694987,0.774851317,0,0.044180119,0.028887001,0.574341546,0.214528462,0.033984707,0,0.033984707,0.0144435,0.007646559,0.440101954,0.079864061,0.096856415,0.159728122,0.491503823,0.033984707,0,0.000424809,0.720475786,0.158453696,0,0.033984707,0.173746814,0.09855565,0.083262532,0.40526763,0.096856415,0.602803738,0.98895497,0.01104503,0,1,0.099405268,0.307561597,0.234494477,0.324129142,0.034409516,0.122344945,0.634239592,0.221750212,0.008071368,0,0.023789295,0.030586236,0.032285472,0.279099405,0.091758709,0.458793543,0.341546304,0.095157179,0.005947324
230,5,4,8,3,1,1,1,4,0,5,0,4,5,5,3,1,0,1,2,0,2,1,9,0,3,1,0,4,11,1,0,1,4,8,9,3,11,4,22,1,0,22,6,2,6,6,3,7,7,5,0,1,3,6,3,2,3,6,7,6,0,0.217391304,0.173913043,0.347826087,0.130434783,0.043478261,0.043478261,0.043478261,0.173913043,0,0.217391304,0,0.173913043,0.217391304,0.217391304,0.130434783,0.043478261,0,0.043478261,0.086956522,0,0.086956522,0.043478261,0.391304348,0,0.130434783,0.043478261,0,0.173913043,0.47826087,0.043478261,0,0.043478261,0.173913043,0.347826087,0.391304348,0.130434783,0.47826087,0.173913043,0.956521739,0.043478261,0,0.956521739,0.260869565,0.086956522,0.260869565,0.260869565,0.130434783,0.304347826,0.304347826,0.217391304,0,0.043478261,0.130434783,0.260869565,0.130434783,0.086956522,0.130434783,0.260869565,0.304347826,0.260869565,0,0.028463449,0.276027187,0.40761004,0.014840171,0.002968034,0.011872137,0.002968034,0.012861482,0,0.273059153,0,0.406620695,0.024733619,0.397716592,0.276027187,0.005936069,0,0.005936069,0.261187016,0,0.388812489,0.002968034,0.431354314,0,0.26415505,0.005936069,0,0.023744274,0.689573296,0.002968034,0,0.005936069,0.26415505,0.435084144,0.426180041,0.011872137,0.693303125,0.017808206,0.991095897,0.008904103,0,0.988127863,0.276027187,0.005936069,0.676711814,0.034399517,0.006925413,0.667807711,0.278995221,0.044520514,0,0.00175114,0.655935574,0.676711814,0.006925413,0.005936069,0.013623277,0.676711814,0.017580656,0.276027187,0
231,0,0,5,1,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,4,1,1,2,1,0,0,0,3,1,0,0,0,3,1,2,1,2,7,1,0,8,1,2,2,2,1,0,3,1,2,0,0,0,1,0,1,2,3,0,1,0,0,0.625,0.125,0,0,0,0.125,0,0.25,0,0,0,0.5,0,0,0,0,0,0,0.5,0.125,0.125,0.25,0.125,0,0,0,0.375,0.125,0,0,0,0.375,0.125,0.25,0.125,0.25,0.875,0.125,0,1,0.125,0.25,0.25,0.25,0.125,0,0.375,0.125,0.25,0,0,0,0.125,0,0.125,0.25,0.375,0,0.125,0,0,0.993208829,0.003395586,0,0,0,0.013582343,0,0.974533107,0,0,0,0.991511036,0,0,0,0,0,0,0.979626486,0.013582343,0.013582343,0.050933786,0.926994907,0,0,0,0.943972835,0.0475382,0,0,0,0.020373514,0.013582343,0.928692699,0.013582343,0.974533107,0.996604414,0.003395586,0,1,0.003395586,0.94057725,0.050933786,0.003395586,0.001697793,0,0.98811545,0.003395586,0.005093379,0,0,0,0.001697793,0,0.001697793,0.974533107,0.016977929,0,0.003395586
232,1,2,4,1,0,0,0,1,2,0,0,2,1,3,1,0,0,0,0,0,0,1,5,0,0,0,0,0,6,0,0,0,0,3,3,0,5,0,8,0,0,8,5,1,0,2,0,5,1,2,0,0,0,0,0,0,0,0,2,5,0,0.125,0.25,0.5,0.125,0,0,0,0.125,0.25,0,0,0.25,0.125,0.375,0.125,0,0,0,0,0,0,0.125,0.625,0,0,0,0,0,0.75,0,0,0,0,0.375,0.375,0,0.625,0,1,0,0,1,0.625,0.125,0,0.25,0,0.625,0.125,0.25,0,0,0,0,0,0,0,0,0.25,0.625,0,0.096153846,0.384615385,0.5,0.019230769,0,0,0,0.192307692,0.192307692,0,0,0.480769231,0.096153846,0.480769231,0.288461538,0,0,0,0,0,0,0.192307692,0.865384615,0,0,0,0,0,0.961538462,0,0,0,0,0.576923077,0.384615385,0,0.865384615,0,1,0,0,1,0.5,0.192307692,0,0.307692308,0,0.423076923,0.192307692,0.384615385,0,0,0,0,0,0,0,0,0.211538462,0.5,0
233,4,3,5,1,1,0,0,2,1,7,0,2,2,6,2,0,0,0,1,0,3,1,3,3,3,0,0,1,10,1,0,0,5,3,5,2,9,3,14,0,3,11,3,2,3,5,1,2,5,4,2,1,0,0,0,1,3,2,6,3,0,0.285714286,0.214285714,0.357142857,0.071428571,0.071428571,0,0,0.142857143,0.071428571,0.5,0,0.142857143,0.142857143,0.428571429,0.142857143,0,0,0,0.071428571,0,0.214285714,0.071428571,0.214285714,0.214285714,0.214285714,0,0,0.071428571,0.714285714,0.071428571,0,0,0.357142857,0.214285714,0.357142857,0.142857143,0.642857143,0.214285714,1,0,0.214285714,0.785714286,0.214285714,0.142857143,0.214285714,0.357142857,0.071428571,0.142857143,0.357142857,0.285714286,0.142857143,0.071428571,0,0,0,0.071428571,0.214285714,0.142857143,0.428571429,0.214285714,0,0.176802508,0.410544315,0.241664292,0.11399259,0.056996295,0,0,0.455970362,0.11399259,0.366714164,0,0.057167284,0.455970362,0.355314905,0.068395554,0,0,0,0.011399259,0,0.296380735,0.001823881,0.115816472,0.182388145,0.182502137,0,0,0.056996295,0.930977486,0.011399259,0,0,0.581476204,0.11461955,0.178968367,0.171102878,0.646166999,0.296380735,1,0,0.51308065,0.48691935,0.074095184,0.227985181,0.127215731,0.570247934,0.00045597,0.170988886,0.252607581,0.062980906,0.512966657,0.00045597,0,0,0,0.056996295,0.002450841,0.182388145,0.572356797,0.074095184,0
234,6,5,7,13,1,0,1,3,4,15,0,2,3,14,6,1,0,0,1,2,3,6,5,6,9,1,0,1,24,1,1,0,6,12,7,5,7,7,34,0,3,31,2,4,4,17,7,3,11,10,4,2,1,2,5,4,5,3,21,2,1,0.176470588,0.147058824,0.205882353,0.382352941,0.029411765,0,0.029411765,0.088235294,0.117647059,0.441176471,0,0.058823529,0.088235294,0.411764706,0.176470588,0.029411765,0,0,0.029411765,0.058823529,0.088235294,0.176470588,0.147058824,0.176470588,0.264705882,0.029411765,0,0.029411765,0.705882353,0.029411765,0.029411765,0,0.176470588,0.352941176,0.205882353,0.147058824,0.205882353,0.205882353,1,0,0.088235294,0.911764706,0.058823529,0.117647059,0.117647059,0.5,0.205882353,0.088235294,0.323529412,0.294117647,0.117647059,0.058823529,0.029411765,0.058823529,0.147058824,0.117647059,0.147058824,0.088235294,0.617647059,0.058823529,0.029411765,0.012633615,0.057261175,0.740506396,0.139621412,0.001313812,0,0.001313812,0.079574956,0.027043503,0.826198459,0,0.001629127,0.098651504,0.780078408,0.079648529,0.001313812,0,0,0.005255247,0.024415879,0.666155156,0.010027012,0.082234111,0.084819692,0.741347235,0.001313812,0,0.073005896,0.887001671,0.001313812,8.41E-05,0,0.079648529,0.168546293,0.083632007,0.666312813,0.063231136,0.721387806,1,0,0.054002922,0.945997078,0.007882871,0.666155156,0.014483462,0.259304415,0.052174096,0.009196683,0.752719591,0.181158887,0.025887349,0.003993988,0.001313812,0.006569059,0.051375298,0.051291214,0.104663507,0.663527532,0.218712885,0.007882871,0.002627624
235,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,1,0,0,1,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0.024390244,0,0,0,0,0,0.024390244,0,0,0,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.024390244,0,0,0,0.024390244,1,0,0,1,0,0,0,0.024390244,0.975609756,0,0.024390244,0,0,0,0,0,0.975609756,0,0.024390244,0,0.975609756,0,0
236,6,3,7,7,0,1,0,0,1,15,0,1,2,12,3,1,0,0,3,0,4,2,5,4,7,0,0,1,16,0,0,0,3,8,5,3,8,5,22,1,2,21,4,2,2,13,2,2,6,10,2,2,0,1,0,1,5,2,12,3,2,0.260869565,0.130434783,0.304347826,0.304347826,0,0.043478261,0,0,0.043478261,0.652173913,0,0.043478261,0.086956522,0.52173913,0.130434783,0.043478261,0,0,0.130434783,0,0.173913043,0.086956522,0.217391304,0.173913043,0.304347826,0,0,0.043478261,0.695652174,0,0,0,0.130434783,0.347826087,0.217391304,0.130434783,0.347826087,0.217391304,0.956521739,0.043478261,0.086956522,0.913043478,0.173913043,0.086956522,0.086956522,0.565217391,0.086956522,0.086956522,0.260869565,0.434782609,0.086956522,0.086956522,0,0.043478261,0,0.043478261,0.217391304,0.086956522,0.52173913,0.130434783,0.086956522,0.2501504,0.177614805,0.468301487,0.103933309,0,0.000171885,0,0,0.002864755,0.604807059,0,0.00572951,0.00303664,0.569799754,0.035007305,8.59E-05,0,0,0.035007305,0,0.46990575,0.001461025,0.038788782,0.045922021,0.465637265,0,0,0.000171885,0.727705045,0,0,0,0.007104592,0.100495603,0.376543387,0.441917094,0.414931103,0.527200848,0.999369754,0.000630246,0.029392385,0.970607615,0.241269659,0.441172258,0.030022632,0.284985819,0.002549632,0.148967256,0.534219498,0.302088406,0.000716189,0.002549632,0,0.028647549,0,8.59E-05,0.072879365,0.458360787,0.059443665,0.240639413,0.012089266
237,0,2,2,3,0,0,0,1,0,4,0,1,0,3,3,0,0,0,1,0,2,1,2,1,3,0,0,0,5,0,0,0,2,3,2,1,3,3,7,0,0,7,0,2,3,2,0,2,3,1,1,0,1,2,0,1,0,3,2,0,0,0,0.285714286,0.285714286,0.428571429,0,0,0,0.142857143,0,0.571428571,0,0.142857143,0,0.428571429,0.428571429,0,0,0,0.142857143,0,0.285714286,0.142857143,0.285714286,0.142857143,0.428571429,0,0,0,0.714285714,0,0,0,0.285714286,0.428571429,0.285714286,0.142857143,0.428571429,0.428571429,1,0,0,1,0,0.285714286,0.428571429,0.285714286,0,0.285714286,0.428571429,0.142857143,0.142857143,0,0.142857143,0.285714286,0,0.142857143,0,0.428571429,0.285714286,0,0,0,0.0234375,0.875,0.1015625,0,0,0,0.3125,0,0.6640625,0,0.0078125,0,0.890625,0.09375,0,0,0,0.078125,0,0.578125,0.3125,0.3203125,0.015625,0.6484375,0,0,0,0.9765625,0,0,0,0.0234375,0.3359375,0.328125,0.5625,0.3359375,0.65625,1,0,0,1,0,0.875,0.109375,0.015625,0,0.03125,0.953125,0.0078125,0.0078125,0,0.015625,0.09375,0,0.0078125,0,0.65625,0.3203125,0,0
239,0,0,3,1,0,0,0,2,0,2,0,0,1,3,0,0,0,0,0,0,2,1,2,1,1,0,0,1,3,0,0,0,0,3,2,2,1,2,4,0,0,4,0,3,0,1,0,0,3,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0.75,0.25,0,0,0,0.5,0,0.5,0,0,0.25,0.75,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0.25,0,0,0.25,0.75,0,0,0,0,0.75,0.5,0.5,0.25,0.5,1,0,0,1,0,0.75,0,0.25,0,0,0.75,0.25,0,0,0,0,0,0,0.5,0.25,0.25,0,0.25,0,0,0.992907801,0.007092199,0,0,0,0.056737589,0,0.943262411,0,0,0.014184397,0.985815603,0,0,0,0,0,0,0.943262411,0.042553191,0.056737589,0.007092199,0.936170213,0,0,0.014184397,0.985815603,0,0,0,0,0.063829787,0.056737589,0.943262411,0.042553191,0.943262411,1,0,0,1,0,0.985815603,0,0.014184397,0,0,0.985815603,0.014184397,0,0,0,0,0,0,0.021276596,0.936170213,0.042553191,0,0.007092199
