FY,CollDate,Sample,StationID,WaterbodyName,Location,PH,COND (µs/cm),DO,TEMP,ALKALINITY [mg/L],ARSENIC DIS [ug/L],COPPER DIS [ug/L],CHLORIDE [mg/L],HARDNESS TOT [mg/L],IRON DIS [ug/L],IRON TREC [ug/L],MANGANESE DIS [ug/L],AMMONIA [mg/L],NO5 [mg/L],N-KJELDAHL [mg/L],NITROGEN TOT [mg/L],PHOSPHORUS [mg/L],SELENIUM [ug/L],SULFATE [mg/L],ZINC [ug/L],TSS [mg/L]
FY14,7/24/2013,Routine Sample,7121,Swift Creek,above Pine Road,7.56,184.5,9.67,13.77,63,<0.1,<4,<1,110,5.2,69,<2,<0.003,<0.05,<0.1,,0.0072,<0.17,49,15,
FY14,7/25/2013,Routine Sample,7123,North Lake Creek,at FR 198,7.51,81.86,10.07,10.8,49,<0.1,<4,<1,50,9.3,37,<2,<0.003,0.19,<0.1,,0.011,<0.17,8.1,<10,
FY14,7/25/2013,Routine Sample,7124,Spruce Creek,at CR 331 crossing,7.81,105,9.49,10.69,76,<0.1,<4,<1,70,5.5,80,<2,<0.003,0.21,<0.1,,0.013,<0.17,2.6,<10,
FY14,7/24/2013,Routine Sample,7132,Middle Taylor Creek,above USFS boundary,7.69,165.1,9.4,13.22,63,<0.1,<4,<1,110,13,140,<2,<0.003,<0.05,<0.1,,0.1,<0.17,41,12,
FY14,7/24/2013,Routine Sample,7133,South Colony Creek,at South Colony Creek trailhead,7.86,87.99,10.11,8.63,42,<0.1,<4,<1,62,7.1,40,<2,<0.003,0.2,<0.1,,<0.005,0.19,20,<10,
FY14,7/23/2013,Routine Sample,7222a,North Hardscrabble Creek,at CR 387,7.53,448.8,8.5,17.48,210,0.61,<4,45,210,120,230,30,<0.003,<0.05,0.19,,0.068,<0.17,22,23,
FY14,7/23/2013,Routine Sample,7222b,North Hardscrabble Creek,blw conf with S. Fork North Hardscrabble Ck,7.18,348.2,6.8,15.76,190,0.66,<4,22,160,290,390,93,<0.003,<0.05,0.18,,0.066,<0.17,13,21,
FY14,7/23/2013,Routine Sample,7224,South Hardscabble Creek,at 386L campsite,7.31,173.5,8.02,17.57,91,0.6,<4,4,94,580,820,12,<0.003,<0.05,0.28,,0.11,0.2,12,<10,
FY14,9/18/2013,Routine Sample,7265,Cripple Creek,Abv Squaw Gulch - blw Cripple Creek WWTP,8.1,1561,7.2,14.8,130,0.68,10,0,270,8.3,50,670,0.029,13,<0.1,,0.63,0.27,160,33,
FY14,9/17/2013,Routine Sample,8351a,Cat Creek,above Willow Creek at FR 271,7.72,237.4,7.84,10.02,100,0.18,<4,0,97,120,230,4,0.0061,<0.05,0.19,,0.15,<0.17,24,<0.1,
FY14,7/23/2013,Routine Sample,8405,San Francisco Creek,near Del Norte,7.61,64.88,7.02,15.8,32,0.33,<4,0,27,160,600,7.7,0.0036,0.053,0.12,,0.16,<0.17,1.4,<10,
FY14,7/30/2013,Routine Sample,8615A,La Garita Creek,at 38 Rd S. of the Town of La Garita,7.51,101.4,7.8,12.66,50,0.56,<4,0,69,300,10900,61,0.037,0.11,1.3,,0.65,<0.17,3,<10,
FY14,7/29/2013,Routine Sample,8627,North Fork Carnero Creek,at 32U Rd.,7.69,357,5.93,16.97,160,2.3,<4,0,130,66,720,30,0.0047,<0.05,0.24,,0.34,0.18,25,<10,
FY14,7/30/2013,Routine Sample,8635,Saguache Creek,near Saguache,8.32,111.6,7.81,19.41,53,2,<4,0,49,230,1300,4.3,0.011,<0.05,0.32,,0.21,<0.17,2.9,<10,
FY14,5/1/2014,Routine Sample,27,Cache La Poudre River,near Greeley,7.9,486,9.59,8.24,120,0.87,<4,27,260,200,920,59,0.085,2.5,0.34,,0.91,1.1,200,14,
FY14,5/1/2014,Routine Sample,28,Big Thompson River,near mouth,8.03,1197,9.95,8.64,230,1,<4,42,700,22,340,99,0.037,4.6,0.78,,0.6,5.4,680,18,
FY14,5/1/2014,Routine Sample,29,St. Vrain Creek,near mouth,6.87,395.2,8.94,9.21,93,1.2,<4,35,200,240,1600,46,0.05,2.1,0.35,,0.28,0.71,120,23,
FY14,5/1/2014,Routine Sample,5572,Boulder Creek,u/s Coal Creek near Gooding,7.99,180.3,9.72,9.26,53,0.88,<4,20,90,220,750,22,0.021,1.1,<0.2,,0.21,0.25,27,<10,
FY14,5/1/2014,Routine Sample,5590,Coal Creek,at 38 Rd.,8.51,976.8,11.55,11.46,230,1.1,<4,130,320,73,490,30,0.027,10.4,0.98,,0.71,2.6,210,20,
FY15,8/13/2014,Routine Sample,5253A,Cherry Creek,at Castle Oak Dr.,7.14,263.3,7.29,18.31,110,2.7,<4,11,96,140,620,32,0.018,<0.05,,0.226,0.25,0.18,10,<10,
FY15,9/18/2014,Routine Sample,5253A,Cherry Creek,at Castle Oak Dr.,7.75,247.9,8.2,13.98,120,2.2,<5,17,110,99,260,40,0.013,<0.009,,0.256,0.21,<0.34,10,4.2,
FY15,7/10/2014,Routine Sample,5258,West Cherry Creek,at Jones Rd.,7.58,156.3,8.73,16.65,71,0.45,<4,13,65,450,1100,74,0.012,<0.05,,0.251,0.16,0.25,5,<10,
FY15,8/13/2014,Routine Sample,5258,West Cherry Creek,at Jones Rd.,7.11,206.9,5.24,14.66,81,0.38,<4,14,78,320,860,84,0.023,<0.05,,0.311,0.11,0.17,3.7,<10,
FY15,9/18/2014,Routine Sample,5258,West Cherry Creek,at Jones Rd.,7.26,155,6.86,11.3,74,0.26,<5,16,72,250,620,48,0.041,<0.009,,0.266,0.089,<0.34,4.7,4,
FY15,9/4/2014,Routine Sample,58,Taylor River,at Almont near USGS Gage,,,,,0,0.17,<4,<1,66,25,0,2.6,0.021,<0.05,,0.159,0.012,<0.17,7.2,<10,
FY15,9/9/2014,Routine Sample,7120,Grape Creek,abv. DeWeese Res. @ Gage,8.28,307,8.64,15.13,150,0.63,<5,0,140,95,470,12,0.025,0.011,,0.235,0.029,<0.34,15,5.3,
FY15,9/9/2014,Routine Sample,7120C,Grape Creek,at Hermit Rd,7.97,287.7,6.82,14.46,140,0.86,<5,0,140,150,910,47,0.034,0.041,,0.43,0.054,<0.34,7.9,4.3,
FY15,9/9/2014,Routine Sample,7120E,Grape Creek,at Music Pass Campground,7.98,101.4,7.78,11.73,45,<0.2,<5,0,44,69,440,1.6,0.029,0.015,,0.239,0.027,<0.34,4.1,1.5,
FY15,8/19/2014,Routine Sample,7298B1,Salt Creek ,below P.E. 001,8.54,570.7,7.25,26.07,110,1.7,<4,13,230,3.6,110,2.6,0.02,0.072,,0.298,0.021,2.9,170,<10,
FY15,8/19/2014,Routine Sample,7298B2,Salt Creek ,at Box Culvert,8.05,557.6,5.44,26.2,110,1.6,<4,12,230,32,1500,140,0.047,0.27,,0.449,0.049,2.8,160,20,
FY15,8/19/2014,Routine Sample,7298B3,Salt Creek ,near Rail Road,8.17,507.3,5.96,25.86,110,1.6,<4,12,210,12,3100,360,0.056,0.24,,0.444,0.063,2.3,140,49,
FY15,8/13/2014,Routine Sample,10118,East River,above Gothic, 8.23, 219.4, 7.21, 15.73,100,0.33,<4,<1,130,37,130,9.9,0.017,<0.05,,0.092,0.0063,0.53,33,<10,
FY15,7/31/2014,Routine Sample,10227,Curecanti Creek,above Hwy 92,7.93,62.4,6.77,18.57,38,0.29,<4,<1,32,130,180,12,0.017,<0.05,,0.213,0.061,<0.17,1.7,<10,
FY15,9/15/2014,Routine Sample,10230,Cimarron River,along Hwy 50 East Cimarron - Picnic area fishing,8.71,507.9,7.89,19.1,130,0.85,<5,68,200,54,350,14,0.034,0.0096,,0.284,0.07,0.57,120,6.3,
FY15,8/14/2014,Routine Sample,10231,Blue Creek,above Hwy 50, 8.09, 67.83, 6.92, 17.74,38,0.69,<4,<1,34,150,330,11,0.022,<0.05,,0.168,0.077,<0.17,2.1,<10,
FY15,9/15/2014,Routine Sample,10231,Blue Creek,above Hwy 50,8.2,92.3,7.53,16.53,39,0.72,<5,1.9,37,140,350,6.6,0.037,<0.009,,0.125,0.066,<0.34,2.4,<1.5,
FY15,8/14/2014,Routine Sample,10232,Pine Creek,blw Snelson Creek,7.93, 101.3, 7.56, 14.09,68,3.3,<4,1.8,59,160,470,6.4,0.021,<0.05,,0.134,0.11,<0.17,1.3,<10,
FY15,9/15/2014,Routine Sample,10235,Willow Creek,west of Lake Fork,8.88,130.2,9.95,14.01,61,3.6,<5,1.3,52,83,180,2.4,0.04,0.012,,0.195,0.063,<0.34,2,2.3,
FY15,7/31/2014,Routine Sample,10236,Firebox Creek,above FR 864,7.56,22.93,8.27,7.25,20,0.18,<4,<1,14,18,49,<2,0.013,<0.05,,0.132,0.04,<0.17,1.1,<10,
FY15,7/31/2014,Routine Sample,10237B,Van Boxel Creek,above High Mesa Rd,7.75,45.7,7.89,10.11,36,0.46,<4,<1,31,27,64,<2,0.013,<0.05,,0.238,0.066,<0.17,1.5,<10,
FY15,7/31/2014,Routine Sample,10239,Little Cimarron River,above FR 864,7.01,18.16,8.41,6.58,17,0.16,<4,<1,12,20,45,<2,0.012,<0.05,,0.151,0.043,<0.17,<1,<10,
FY15,8/14/2014,Routine Sample,10240,Lake Fork Gunnison River,at Railroad Camp, 7.91, 125.3, 7.50, 15.16,41,0.61,<4,<1,73,12,130,7.9,0.017,<0.05,,0.091,0.024,<0.17,38,<10,
FY15,7/10/2014,Routine Sample,10267,Mill Creek,below West Elk Wilderness Trailhead,7.27,43.43,7.8,12.01,23,0.2,<4,0,19,110,210,16,0.0065,<0.05,,0.115,0.075,<0.17,<1,<10,
FY15,8/13/2014,Routine Sample,10267A,Mill Creek,at Mill-Castle Campground, 7.76, 61.85, 8.12, 11.01,43,0.32,<4,<1,35,200,460,39,0.034,<0.05,,0.12,0.016,<0.17,3.4,<10,
FY15,8/13/2014,Routine Sample,10268B,Ohio Creek,blw 730 Rd, 7.49, 52.35, 7.59, 12.89,34,0.19,<4,<1,26,75,260,9.3,0.018,<0.05,,0.108,0.015,<0.17,1.4,<10,
FY15,9/17/2014,Routine Sample,10282,Cebolla Creek,at USGS gage,8.05,132.2,8.23,10.02,42,0.41,<5,0.84,53,75,170,12,0.028,<0.009,,0.131,0.049,<0.34,21,2.5,
FY15,8/12/2014,Routine Sample,10283,Cebolla Creek,at Cebolla Cr SWA, 7.65, 100.6, 8.74, 8.89,43,0.39,<4,<1,57,63,250,20,0.024,0.072,,0.188,0.061,<0.17,26,<10,
FY15,9/24/2014,Routine Sample,10320,Cochetopa Creek,near mouth,7.43,205.4,8.18,11.38,97,3.3,<5,1.9,85,270,520,24,0.042,<0.009,,0.308,0.14,<0.34,5.4,35,
FY15,8/12/2014,Routine Sample,10322,Cochetopa Creek,at Sillsville, 8.34, 145.41, 7.30, 19.31,80,4.1,<4,1.1,67,240,920,12,0.024,<0.05,,0.192,0.15,<0.17,4.7,<10,
FY15,8/12/2014,Routine Sample,10324,Cochetopa Creek,0.7 mi South of KK-14 Rd, 8-80, 107.7, 8.04, 19.50,57,1.7,<4,<1,46,160,760,7.2,0.031,<0.05,,0.134,0.11,<0.17,3.4,<10,
FY15,9/3/2014,Routine Sample,10325,Cochetopa Creek,above Dome Lakes,8.43,83.16,6.84,16.57,39,0.85,<4,<1,37,390,1000,13,0.019,<0.05,,0.187,0.13,<0.17,2.8,<10,
FY15,8/12/2014,Routine Sample,10329,Stewart Creek,at La Garita W.A. (794 Rd), 7.82,63.6, 7.78,11.12,34,0.82,<4,2,33,270,590,30,0.021,0.11,,0.223,0.08,<0.17,8.9,<10,
FY15,9/24/2014,Routine Sample,10350,Razor Creek,at 45 Rd. Bridge,8,701.6,8.56,12.8,290,7.4,<5,6,350,140,830,240,0.045,<0.009,,0.437,0.23,0.62,95,72,
FY15,8/21/2014,Routine Sample,10400,North Fork Gunnison,at mouth,8.2,1313,9.43,16.94,0,1.1,<4,10,660,78,0,49,0.038,<0.05,,0.265,0.027,3,550,15,
FY15,7/30/2014,Routine Sample,10415,Leroux Creek,below Dever Cr.,8.28,104.5,8.25,12.96,63,0.5,<4,<1,69,180,1300,11,0.02,0.068,,0.396,0.066,0.18,8.9,23,
FY15,7/29/2014,Routine Sample,10471,Coal Creek,above Anthracite Creek,8.25,84.68,7.93,16.93,50,0.21,<4,<1,42,23,86,2.9,0.017,<0.05,,0.154,0.013,<0.17,5.1,<10,
FY15,7/29/2014,Routine Sample,10496,Clear Fork,above FR 844,8.2,133,7.73,14.61,89,0.34,<4,<1,83,29,47,12,0.021,<0.05,,0.176,0.0091,<0.17,3.6,<10,
FY15,7/30/2014,Routine Sample,10586,Milk Creek,above Surface Creek Road,8.26,76.4,7.67,12.11,53,0.4,<4,<1,54,200,980,9,0.03,0.059,,0.369,0.086,<0.17,1.9,32,
FY15,7/30/2014,Routine Sample,10589,Oak Creek,above Oak Creek Rd crossing,8.34,1165,6.85,22.69,180,1.8,<4,1.8,490,65,1200,32,0.013,0.15,,0.46,0.2,3,54,27,
FY15,9/16/2014,Routine Sample,10672,Deer Creek,at Cty Rd 8A,8.17,189.4,8.79,10.12,89,0.86,<5,22,82,30,1000,1.6,0.038,0.057,,0.28,0.19,<0.34,100,2.9,
FY15,8/5/2014,Routine Sample,10767B,Roaring Forks Creek,at mouth,8.61,230.9,6.79,19.22,140,0.26,<4,0.44,130,15,450,2.2,0.019,<0.05,,0.149,0.019,<0.17,2.9,<10,
FY15,8/5/2014,Routine Sample,10769,Fish Creek,at Fish Creek SWA, 8.10, 148.2, 7.51, 14.29,80,1.2,<4,1.8,82,86,270,12,0.016,<0.05,,0.123,0.012,0.42,11,<10,
FY15,8/5/2014,Routine Sample,10770A,West Dolores River,blw 686 Rd, 8.48, 266.9, 7.40, 17.26,110,1.3,<4,16,130,51,530,8.7,0.018,<0.05,,0.233,0.019,0.25,28,<10,
FY15,7/8/2014,Routine Sample,10780C,Silver Creek,above Blair Tunnel Discharge,8.16,192.1,8.69,7.93,89,0.61,<4,<1,87,8.7,19,9.2,0.011,<0.05,,0.126,<0.003,<0.17,9.8,110,
FY15,7/29/2014,Routine Sample,10844,Dry Creek,above GG25 Rd.,6.86,3784,6.9,25.21,180,1,<4,84,1100,160,2000,430,0.047,0.21,,0.479,0.043,0.72,1800,22,
FY15,7/30/2014,Routine Sample,10916,Mesa Creek,at mouth abv Hwy 141,8.03,797.9,8.53,23.09,330,5.2,<4,23,300,26,59,21,<0.003,<0.05,,0.145,0.01,0.85,89,<10,
FY15,7/24/2014,Routine Sample,12869A,North Fork Elk River,above 44 Rd.,7.71,39.68,8.11,11.84,19,<0.1,<4,,16,31,57,4,0.014,0.069,,0.18,<0.003,<0.17,2.2,<10,
FY15,7/23/2014,Routine Sample,12869B,Gilpin Creek,above Mica Creek,7.97,24.29,7.68,12.8,12,<0.1,<4,,9.1,5.9,15,<2,0.019,<0.05,,0.116,0.01,<0.17,1.7,<10,
FY15,7/24/2014,Routine Sample,12869C,South Fork Elk River,near confluence with mainstem,7.73,42.38,7.71,15.37,20,<0.1,<4,,18,69,110,2.6,0.013,<0.05,,0.187,<0.003,<0.17,1.6,<10,
FY15,7/24/2014,Routine Sample,12869D,Elk River,blw Middle Fork Elk River,7.66,42.79,8.34,11.37,19,<0.1,<4,,17,18,33,<2,0.018,<0.05,,0.14,0.0031,<0.17,2.9,<10,
FY15,8/6/2014,Routine Sample,138A,Florida River,abv Lemon Reservoir at USGS gage, 8.24, 93.09, 7.56, 14.33,52,<0.1,<4,0.26,59,17,73,<2,<0.003,<0.05,,0.156,<0.003,<0.17,6.8,<10,
FY15,7/10/2014,Routine Sample,5253,Cherry Creek,behind Stroh Soccer Fields,7.43,564.1,12.99,19.09,200,6.8,<4,73,230,77,580,330,0.011,<0.05,,0.209,0.51,0.33,41,<10,
FY15,8/13/2014,Routine Sample,5253,Cherry Creek,behind Stroh Soccer Fields,7.07,673.3,3.34,15.01,200,6.4,<4,73,230,250,460,390,0.048,0.089,,0.403,0.5,0.32,45,10,
FY15,9/18/2014,Routine Sample,5253,Cherry Creek,behind Stroh Soccer Fields,7.31,548.4,5.44,14.29,190,5.4,<5,68,220,140,400,290,0.033,0.056,,0.329,0.46,<0.34,43,9.4,
FY15,7/10/2014,Routine Sample,5253A,Cherry Creek,at Castle Oak Dr.,8.3,259.9,8.87,22.01,110,2.9,<4,11,86,70,250,33,0.0063,<0.05,,0.207,0.27,<0.17,12,<10,
FY15,8/19/2014,Routine Sample,7298B5,Salt Creek ,at South Mills Flume,8.1,455,5.92,27.01,100,1.5,<4,10,170,9.1,2700,5,0.046,0.13,,0.314,0.053,1.5,99,<10,
FY15,8/19/2014,Routine Sample,7298B6,Salt Creek ,u/s from New Tube Mill,8,1018,5.98,22.2,230,1.1,<4,38,520,33,950,85,0.036,<0.05,,0.235,0.048,7,390,18,
FY15,8/19/2014,Routine Sample,7298B7,Salt Creek ,abv Burnt Mill Rd,8.28,288,6.78,22.16,99,0.89,<4,<1,150,37,4500,2.4,0.026,0.12,,0.256,0.17,0.57,17,<10,
FY15,8/19/2014,Routine Sample,7298B8,Salt Creek ,abv Minnequa Canal,8.34,219.6,7.11,9.12,91,1.2,<4,5.7,130,85,2100,3,0.025,<0.05,,0.227,0.087,0.45,51,<10,
FY15,8/19/2014,Routine Sample,8105A,Willow Creek,above confluence with Rio Grande R.,8.22,122.8,7.89,16.68,22,1,<4,<1,42,24,93,190,0.023,0.11,,0.22,0.034,<0.17,34,430,
FY15,8/19/2014,Routine Sample,8105B,Willow Creek,below Creede at CR 504,7.86,124.5,7.51,14.93,24,1.2,<4,<1,41,26,100,290,0.025,0.14,,0.282,0.035,<0.17,33,1300,
FY15,8/26/2014,Routine Sample,9113,San Juan River,above Taylor Canyon,8.32,250.5,7.7,17.22,87,1.6,<4,5.5,95,67,370,9.4,0.015,<0.05,,0.155,0.034,0.21,61,<10,
FY15,8/28/2014,Routine Sample,9121,Mill Creek,below Pagosa Springs,7.71,226.2,8.18,11.82,140,0.68,<4,1.8,160,130,1800,27,0.032,<0.05,,0.208,0.061,0.43,25,<10,
FY15,8/25/2014,Routine Sample,9160,Turkey Creek,at trailhead nr FY 647,8.66,77.39,7.38,19.44,40,0.37,<4,<1,31,20,60,<2,0.033,<0.05,,0.101,0.018,<0.17,4,<10,
FY15,8/26/2014,Routine Sample,9165,Sand Creek,at mouth abv East Fork San Juan River,7.97,67.99,7.68,14.17,42,0.13,<4,<1,31,13,23,<2,<0.003,<0.05,,0.111,0.017,<0.17,4,<10,
FY15,8/26/2014,Routine Sample,9194,Quartz Creek,at CR 684 crossing,7.83,79.3,7.82,10.91,50,<0.1,<4,<1,54,44,100,4,0.015,<0.05,,0.121,0.012,<0.17,7.5,<10,
FY15,8/25/2014,Routine Sample,9195,West Fork San Juan River,above CR 648 bridge,7.01,45.21,8.12,11.75,26,0.34,<4,<1,22,18,110,5.4,0.03,0.2,,0.293,0.044,<0.17,4,<10,
FY15,8/27/2014,Routine Sample,9240,First Fork Piedra River,at mouth,8.28,454.5,7.75,15.27,130,0.22,<4,<1,310,5,94,<2,0.026,<0.05,,0.112,0.0042,<0.17,170,<10,
FY15,8/7/2014,Routine Sample,9245,Stollsteimer Creek,at Hwy 151, 8.05, 701.5, 6.42, 17.77,210,1.5,<4,34,370,17,8300,20,0.033,0.65,,0.897,0.23,1.1,170,<10,
FY15,8/7/2014,Routine Sample,9274,Williams Creek,blw 631 Rd,8.62,61.71,6.58,21.09,33,0.33,<4,0.36,28,130,590,4.1,0.021,<0.05,,0.17,0.049,<0.17,1.9,<10,
FY15,8/27/2014,Routine Sample,9285,Weminuche Creek,above CR 631,7.63,53.19,8.52,9.55,37,0.11,<4,<1,32,94,760,2.7,0.025,<0.05,,0.209,0.037,<0.17,1.6,<10,
FY15,8/27/2014,Routine Sample,9294,Middle Fork Piedra River,above Hunter Campground,7.57,38.74,8.18,10.83,24,0.22,<4,<1,19,33,210,<2,0.028,0.069,,0.268,0.039,<0.17,3.2,<10,
FY15,8/6/2014,Routine Sample,9372,Vallecito Creek,abv Vallecito Reservoir at Campground, 7.69, 49.94, 7.55, 12.95,22,0.18,<4,<1,29,15,77,17,0.015,0.092,,0.195,0.0097,<0.17,8.2,<10,
FY15,8/12/2014,Routine Sample,9490,Animas River,above Maggie Gulch,7.01,238.4,8.43,7.87,22,<0.1,<4,1.1,99,<3,31,600,<0.003,0.1,,0.182,0.0061,<0.17,83,310,
FY15,8/6/2014,Routine Sample,9717,Mancos River,abv 37.5 Rd, 7.82, 1263, 7.85, 20.20,210,0.7,4.3,9.2,650,73,380,110,0.037,<0.05,,0.263,0.018,1.1,590,15,
FY15,8/7/2014,Routine Sample,9853,Navajo River,at 382 Rd, 7.77, 128.2, 6.82, 17.13,38,0.13,<4,0.52,59,43,210,11,0.019,<0.05,,0.086,0.058,<0.17,31,<10,
FY15,8/26/2014,Routine Sample,9860,Rito Blanco,at Hwy 84,7.62,292.6,6.48,13.38,170,0.68,<4,5.3,190,53,1100,41,0.033,<0.05,,0.247,0.049,0.26,34,<10,
FY15,8/7/2014,Routine Sample,9862,Rio Blanco River,at 656 Rd (Group Campground), 8.37, 134.6, 6.55, 21.33,71,0.32,<4,0.38,57,85,700,2.9,0.015,<0.05,,0.129,0.071,<0.17,4.9,<10,
FY16,7/14/2015,Routine Sample,7501,Timpas Creek,near Rocky Ford,8.32,1304.2,5.71,24.72,180,2.5,5.3,5,480,1700,9900,210,0.067,1.1,,1.12,0.37,7.9,84,37,
FY16,7/14/2015,Routine Sample,7510,Six Mile Creek,at Hwy 50,8.19,15.37,6.05,22.82,180,1.5,<3.9,12,700,190,3400,47,0.093,2.4,,2.317,0.16,9.9,620,8.6,
FY16,7/14/2015,Routine Sample,WCOP99-0563,South Rush Creek,,7.76,,4.92,21.33,290,2.7,<3.9,51,350,120,510,34,0.035,<0.026,,0.647,0.043,0.48,150,40,
FY16,7/15/2015,Routine Sample,7284,Rock Creek,at Cty Rd. 200,8.16,1732,6.86,27.99,140,0.6,<3.9,12,630,41,34,25,0.03,<0.026,,0.098,0.031,3.1,810,2.3,
FY16,7/15/2015,Routine Sample,7285,Boggs Creek,at Highway 96,8.16,4475,11.5,21.21,330,1.8,<3.9,49,2600,130,160,43,0.035,0.15,,1.032,0.026,13,3300,48,
FY16,7/15/2015,Routine Sample,7512,Chico Creek,at Rd. 3,7.5,1352,5.4,19.9,260,1.2,<3.9,17,290,67,220,220,0.029,<0.026,,0.187,0.02,0.5,530,<2.3,
FY16,7/16/2015,Routine Sample,7385,Little Fountain Creek,above Keaton Reservoir,8.19,70,7.92,12.66,31,0.19,<3.9,1,38,210,1100,6,0.031,0.021,,0.096,0.017,0.18,8.3,2.4,
FY16,7/16/2015,Routine Sample,EPA01-249,Newlin Creek,,7.75,185,7.75,12.03,110,0.19,<3.9,1.7,110,17,23,2.9,0.029,<0.026,,0.13,0.034,0.23,18,<2.3,
FY16,7/28/2015,Routine Sample,5625,Clear Creek,below Idaho Springs near Whitewater Rd,8.21,171.6,8.21,10.516,29,0.18,8.5,0,51,93,130,190,0.024,0.13,,0.14,0.0078,<0.063,33,150,
FY16,7/28/2015,Routine Sample,5627,Clear Creek,at Skateboard Park,7.6,173.7,8.45,11.389,29,0.28,9.3,0,53,250,330,220,0.016,0.12,,0.146,0.012,<0.063,33,170,
FY16,7/28/2015,Routine Sample,5628,Clear Creek,100 yds below Argo Discharge,7.6,197.9,8.34,12.362,28,0.18,6.4,0,67,110,300,110,0.019,0.12,,0.14,0.0087,<0.063,46,120,
FY16,7/28/2015,Routine Sample,5630,Clear Creek,at Colorado Blvd Bridge,7.66,148.3,8.02,13.179,29,0.14,<3.9,0,49,72,230,75,0.029,0.11,,0.123,0.0092,<0.063,24,89,
FY16,7/28/2015,Routine Sample,CCWF-CC02,Clear Creek,at Courtney-Riley-Cooper Park,7.63,155.4,8.12,13.363,30,0.16,7.5,0,48,79,210,120,0.025,0.12,,0.136,0.0075,<0.063,25,130,
FY16,8/6/2015,Routine Sample,7182,Arkansas River,below Leadville,8.01,199.1,8.26,13.444,61,0.42,<3.9,1.9,78,210,490,44,0.024,0.062,,0.134,0.02,0.068,32,30,
FY16,8/17/2015,Routine Sample,Coal02,Coal Creek,u/s Crested Butte,7.92,130.7,7.71,11.67,49,1.6,<3.9,2.2,57,41,83,14,0.015,<0.026,,0.059,0.0073,<0.063,23,60,
FY16,8/17/2015,Routine Sample,Coal05,Coal Creek,10 m downstream of Wildcat Trail,7.81,120.8,7.68,11.53,31,2.4,<3.9,2,70,64,110,35,0.013,0.039,,0.059,0.0064,0.067,45,84,
FY16,8/17/2015,Routine Sample,Coal10,Coal Creek,100 m upstream of Keystone Mine outfall,7.91,,7.48,12.84,34,3.1,<3.9,1.8,41,100,140,40,0.013,<0.026,,0.048,0.0076,<0.063,15,81,
FY16,8/19/2015,Routine Sample,AR0018,Buffalo Creek,at Highway 385 North of Granada,7.72,3166,7.81,20.246,200,1.7,<3.9,0,1200,12,1800,39,0.1,2.1,,1.82,0.15,44,1600,35,
FY16,8/20/2015,Routine Sample,12345,Saints John Creek,at Montezuma,7.62,200,8.23,10.58,38,0.12,<3.9,0.91,120,75,210,1400,<0.0077,0.057,,0.072,0.0044,<0.063,100,640,
FY16,8/20/2015,Routine Sample,NPS-SJ2,Saints John Creek,up gradient,7.77,56,9.21,5.88,30,<0.079,<3.9,<0.26,39,7.7,14,8.6,0.009,0.099,,0.091,0.0041,<0.063,13,7.7,
FY16,8/20/2015,Routine Sample,NPS-SJ3,Unnamed Tributary,above tailings,7.43,355,8.93,4.05,7.8,<0.079,<3.9,1.9,290,<2,4.7,3,0.0085,0.068,,0.05,0.0054,<0.063,310,74,
FY16,8/20/2015,Routine Sample,NPS-SJ6,Unnamed Tributary,below tailings,7.49,303,8.29,9.18,12,<0.079,<3.9,1.6,190,2.3,13,770,0.013,0.13,,0.118,0.0066,0.12,210,1900,
FY16,8/20/2015,Routine Sample,NPS-SJ7,Saints John Creek,down gradient,7.78,64,8.6,8.64,30,<0.079,<3.9,0.34,41,7.9,12,6.8,0.01,0.074,,0.082,0.0035,<0.063,16,14,
FY16,8/20/2015,Routine Sample,NPS-SJA,Unnamed Mine Discharge,at adit discharge,7.4,611,7.49,3,110,0.39,<3.9,4,530,1700,2000,12000,<0.0077,<0.026,,<0.046,0.0053,<0.063,530,5700,
FY16,8/20/2015,Routine Sample,NPS-SJA2,Unnamed Mine Discharge,down gradient of adit discharge,7.45,536,8.78,7.12,77,0.34,<3.9,3.3,410,940,2700,8000,0.0091,<0.026,,<0.046,0.007,0.068,410,3700,
FY16,8/20/2015,Routine Sample,NPS-SJA3,Unnamed Tributary,just above Cty Rd 275,7.17,664,9.05,5.97,110,0.11,<3.9,3.4,540,850,1700,13000,<0.0077,<0.026,,<0.046,0.0051,<0.063,530,5300,
FY16,8/24/2015,Routine Sample,8715,La Manga Creek,above Elk Creek,,,,,43,0.5,<3.9,0.87,33,230,290,4,0.019,<0.026,,0.081,0.07,<0.063,1.2,2.9,
FY16,8/25/2015,Routine Sample,8348,Alamosa River,at Gomez Bridge,7.55,203.1,,14.19,13,0.12,<3.9,0.81,110,83,650,160,0.022,<0.026,,0.049,0.017,0.15,110,16,
FY16,8/25/2015,Routine Sample,8372,Placer Creek,above Bronco Dan Gulch,8.44,,7.41,16.73,92,0.18,<3.9,0.76,88,62,360,28,0.016,<0.026,,0.067,0.031,0.065,5.9,4.3,
FY16,8/25/2015,Routine Sample,8373,Wagon Creek,at CR 25,8.42,,7.62,18.37,200,0.46,<3.9,1.8,220,37,1300,55,0.016,<0.026,,0.096,0.082,0.18,32,9,
FY16,8/25/2015,Routine Sample,8374,West Indian Creek,at lower road crossing,8.26,,7.01,21.61,190,0.57,<3.9,1.7,190,110,630,43,0.011,<0.026,,0.127,0.064,0.082,3.3,7.7,
